,dept_id,dept_name,dept_head,employee_id,age,gender,marital_status,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
8522,D00-MT,Marketing,Reuben Swann,107867,32,Female,Married,266.0,0.0,0.785416,4,0.0,medium,0.531685,Employed,3.0
8523,D00-UKN,Unknown,Unknown,100703,34,Male,Married,146.0,0.0,0.573206,4,0.0,medium,0.540492,Employed,4.0
8524,D00-ENG,Engineering,Sushant Raghunathan K,119146,36,Male,Married,176.0,0.0,0.7227253766623767,4,0.0,medium,0.554518,Employed,2.0
8525,D00-ENG,Engineering,Sushant Raghunathan K,111541,23,Female,Unmarried,235.0,0.0,0.763196,3,0.0,high,0.243445,Employed,4.0
8526,D00-IT,IT,Henry Adey,130024,36,Male,Married,139.0,0.0,0.747448,5,0.0,medium,0.921169,Employed,2.0
8527,D00-SS,Sales,Edward J Bayley,115006,23,Male,Unmarried,170.0,0.0,0.84356,3,0.0,low,0.522508,Employed,2.0
8528,D00-ENG,Engineering,Sushant Raghunathan K,112131,22,Female,Unmarried,218.0,0.0,0.67401,3,0.0,low,0.671592,Employed,3.0
8529,D00-ENG,Engineering,Sushant Raghunathan K,114794,44,Female,Married,201.0,0.0,0.92065,5,0.0,low,0.289206,Employed,3.0
8530,D00-MT,Marketing,Reuben Swann,104963,28,Male,Unmarried,183.0,0.0,0.539044,3,0.0,low,0.591827,Employed,4.0
8531,D00-TP,Temp,Micheal Zachrey,115104,23,Female,Unmarried,87.0,0.0,0.0,2,0.0,medium,0.0,Left,0.0
8532,D00-MT,Marketing,Reuben Swann,107614,29,Male,Unmarried,142.0,0.0,0.904515,2,0.0,high,0.562827,Employed,3.0
8533,D00-PD,Product,Darcy Staines,103292,50,Male,Married,151.0,0.0,0.768293,5,0.0,low,0.747781,Employed,2.0
8534,D00-SP,Support,Amelia Westray,111498,25,Male,Unmarried,145.0,0.0,0.561191,2,0.0,low,0.426802,Left,3.0
8535,D00-ENG,Engineering,Sushant Raghunathan K,117579,41,Male,Married,245.0,0.0,0.874239,5,0.0,low,0.48163,Employed,2.0
8536,D00-ENG,Engineering,Sushant Raghunathan K,108928,29,Male,Unmarried,219.0,0.0,0.964057,3,0.0,high,0.779375,Employed,3.0
8537,D00-MN,Management,Ellie Trafton,119254,49,Male,Married,163.0,0.0,0.7290698123827392,5,0.0,medium,0.174235,Employed,3.0
8538,D00-SP,Support,Amelia Westray,115299,51,Female,Married,223.0,0.0,0.7231704095688749,4,0.0,low,0.932181,Employed,3.0
8539,D00-SS,Sales,Edward J Bayley,109739,25,Male,Unmarried,129.0,0.0,0.538269,2,0.0,low,0.466504,Left,3.0
8540,D00-FN,Finance,Aanchal J,116042,29,Male,Unmarried,138.0,0.0,0.555878,2,0.0,medium,0.454643,Left,3.0
8541,D00-PD,Product,Darcy Staines,121309,24,Female,Unmarried,159.0,1.0,0.465894,2,0.0,medium,0.397459,Left,3.0
8542,D00-ENG,Engineering,Sushant Raghunathan K,101086,32,Male,Married,227.0,0.0,0.857065,4,0.0,medium,0.645717,Employed,3.0
8543,D00-SS,Sales,Edward J Bayley,113926,39,Male,Married,141.0,1.0,0.710672301578354,6,0.0,low,0.22346,Employed,3.0
8544,D00-SP,Support,Amelia Westray,118909,25,Male,Unmarried,142.0,0.0,0.867659,4,0.0,low,0.738399,Employed,2.0
8545,D00-IT,IT,Henry Adey,107698,33,Male,Married,266.0,0.0,0.792587,6,0.0,low,0.14899,Left,4.0
8546,D00-IT,IT,Henry Adey,105735,24,Male,Unmarried,229.0,0.0,0.847849,3,0.0,medium,0.717708,Employed,3.0
8547,D00-PD,Product,Darcy Staines,114983,37,Female,Married,250.0,0.0,0.859701,7,0.0,low,0.164723,Left,4.0
8548,D00-IT,IT,Henry Adey,114657,24,Female,Unmarried,160.0,0.0,0.7195245440329218,4,0.0,low,0.580783,Employed,2.0
8549,D00-IT,IT,Henry Adey,107896,23,Male,Unmarried,186.0,0.0,0.443209,2,0.0,medium,0.44885,Employed,2.0
8550,D00-MN,Management,Ellie Trafton,116086,30,Female,Married,191.0,0.0,0.421014,5,0.0,medium,0.313887,Employed,5.0
8551,D00-SS,Sales,Edward J Bayley,104737,54,Female,Married,133.0,0.0,0.724963,5,0.0,low,0.78134,Employed,2.0
8552,D00-MT,Marketing,Reuben Swann,115978,48,Male,Married,161.0,0.0,0.833565,4,0.0,high,1.0,Employed,2.0
8553,D00-SS,Sales,Edward J Bayley,111499,52,Male,Married,240.0,0.0,0.923441,4,0.0,medium,1.0,Employed,4.0
8554,D00-ENG,Engineering,Sushant Raghunathan K,104369,28,Male,Unmarried,156.0,0.0,0.543604,2,0.0,low,0.41117,Left,3.0
8555,D00-SS,Sales,Edward J Bayley,103786,29,Female,Married,271.0,0.0,0.711659,4,0.0,low,0.656448,Employed,3.0
8556,D00-SP,Support,Amelia Westray,106019,39,Male,Married,177.0,0.0,0.7231704095688749,5,0.0,low,0.457625,Employed,2.0
8557,D00-FN,Finance,Aanchal J,114458,35,Male,Married,217.0,0.0,0.503874,4,0.0,medium,0.849266,Employed,8.0
8558,D00-SP,Support,Amelia Westray,118346,42,Male,Married,159.0,1.0,0.675129,5,0.0,medium,0.729173,Employed,3.0
8559,D00-PD,Product,Darcy Staines,112248,40,Female,Married,254.0,0.0,0.361725,4,0.0,low,0.677349,Employed,5.0
8560,D00-AD,Admin,Evelyn Tolson,112271,44,Male,Married,126.0,1.0,0.54352,5,0.0,medium,0.143821,Employed,3.0
8561,D00-IT,IT,Henry Adey,119112,57,Male,Married,264.0,0.0,0.913491,6,0.0,low,0.120936,Left,4.0
8562,D00-SS,Sales,Edward J Bayley,101792,29,Male,Unmarried,195.0,0.0,0.903909,4,0.0,low,0.871241,Employed,3.0
8563,D00-SS,Sales,Edward J Bayley,109736,35,Male,Married,145.0,1.0,0.44865,4,1.0,medium,0.740786,Employed,5.0
8564,D00-IT,IT,Henry Adey,102631,31,Male,Married,281.0,0.0,0.473875,4,0.0,low,0.745683,Employed,3.0
8565,D00-SP,Support,Amelia Westray,119207,23,Male,Unmarried,132.0,0.0,0.714269,3,0.0,medium,0.770987,Employed,2.0
8566,D00-SP,Support,Amelia Westray,129462,24,Female,Unmarried,158.0,0.0,0.7231704095688749,2,0.0,low,0.338341,Left,3.0
8567,D00-MT,Marketing,Reuben Swann,104275,24,Female,Unmarried,158.0,1.0,0.403834,3,0.0,low,0.618391,Employed,8.0
8568,D00-UKN,Unknown,Unknown,111640,25,Male,Unmarried,246.0,0.0,0.856603,3,0.0,high,0.957195,Employed,3.0
8569,D00-SS,Sales,Edward J Bayley,118230,30,Female,Married,176.0,0.0,0.752242,5,0.0,low,0.943919,Employed,4.0
8570,D00-IT,IT,Henry Adey,110476,34,Male,Married,167.0,1.0,0.7195245440329218,4,0.0,medium,0.858297,Employed,3.0
8571,D00-MT,Marketing,Reuben Swann,103272,54,Male,Married,161.0,1.0,0.70264,4,0.0,low,0.876913,Employed,4.0
8572,D00-SS,Sales,Edward J Bayley,107830,24,Male,Unmarried,242.0,0.0,0.836941,2,0.0,medium,0.583607,Employed,3.0
8573,D00-IT,IT,Henry Adey,105153,24,Male,Unmarried,175.0,0.0,0.7195245440329218,3,0.0,low,0.958841,Employed,3.0
8574,D00-MN,Management,Ellie Trafton,113798,23,Female,Unmarried,229.0,1.0,0.953435,4,0.0,medium,0.786867,Left,5.0
8575,D00-SS,Sales,Edward J Bayley,102188,46,Female,Married,256.0,0.0,0.682338,4,1.0,medium,0.711933,Employed,3.0
8576,D00-FN,Finance,Aanchal J,115226,25,Female,Unmarried,159.0,0.0,0.961416,3,0.0,medium,0.735084,Employed,2.0
8577,D00-UKN,Unknown,Unknown,108428,30,Male,Married,216.0,0.0,0.7176792875,4,0.0,low,0.562133,Employed,2.0
8578,D00-SP,Support,Amelia Westray,100795,34,Female,Married,258.0,0.0,0.822774,4,0.0,low,0.908322,Employed,4.0
8579,D00-MT,Marketing,Reuben Swann,107666,41,Male,Married,143.0,0.0,0.98703,5,0.0,medium,0.874369,Employed,3.0
8580,D00-SS,Sales,Edward J Bayley,112117,28,Male,Unmarried,229.0,0.0,0.62024,3,0.0,medium,0.776839,Employed,2.0
8581,D00-IT,IT,Henry Adey,111440,24,Male,Unmarried,237.0,0.0,0.74926,3,0.0,low,0.738781,Employed,3.0
8582,D00-SS,Sales,Edward J Bayley,112734,51,Male,Married,173.0,0.0,0.490072,4,0.0,low,0.49953,Employed,2.0
8583,D00-SS,Sales,Edward J Bayley,110967,24,Male,Unmarried,157.0,0.0,0.479253,2,0.0,low,0.367387,Left,3.0
8584,D00-IT,IT,Henry Adey,104049,53,Male,Married,263.0,0.0,0.93523,6,0.0,low,0.141759,Left,4.0
8585,D00-IT,IT,Henry Adey,135518,42,Female,Married,275.0,0.0,0.37391,4,0.0,medium,0.466031,Employed,3.0
8586,D00-IT,IT,Henry Adey,102201,47,Male,Married,269.0,0.0,0.7195245440329218,4,0.0,medium,0.465378,Employed,3.0
8587,D00-SP,Support,Amelia Westray,103599,47,Male,Married,182.0,0.0,0.596763,4,0.0,low,0.656958,Employed,2.0
8588,D00-SP,Support,Amelia Westray,106483,24,Male,Unmarried,195.0,0.0,0.624241,3,0.0,medium,0.822855,Employed,3.0
8589,D00-SS,Sales,Edward J Bayley,105684,38,Male,Married,274.0,0.0,0.631304,4,0.0,medium,0.541999,Employed,4.0
8590,D00-SS,Sales,Edward J Bayley,109452,24,Male,Unmarried,185.0,0.0,0.974751,3,0.0,low,0.538835,Employed,2.0
8591,D00-SS,Sales,Edward J Bayley,124270,23,Female,Unmarried,160.0,0.0,0.508932,2,0.0,low,0.407259,Left,3.0
8592,D00-ENG,Engineering,Sushant Raghunathan K,104199,49,Male,Married,161.0,1.0,0.7227253766623767,4,0.0,medium,0.579294,Employed,3.0
8593,D00-ENG,Engineering,Sushant Raghunathan K,110595,27,Male,Unmarried,132.0,0.0,0.390937,2,0.0,low,0.291352,Employed,3.0
8594,D00-IT,IT,Henry Adey,119517,47,Male,Married,191.0,0.0,0.897869,4,0.0,low,0.755173,Employed,2.0
8595,D00-ENG,Engineering,Sushant Raghunathan K,123446,23,Female,Unmarried,155.0,0.0,0.528359,2,0.0,medium,0.438285,Left,3.0
8596,D00-SP,Support,Amelia Westray,114206,22,Male,Unmarried,239.0,0.0,0.887082,3,0.0,medium,1.0,Employed,4.0
8597,D00-SP,Support,Amelia Westray,146070,46,Female,Married,152.0,0.0,0.475072,5,0.0,low,0.746741,Employed,5.0
8598,D00-PD,Product,Darcy Staines,112551,46,Male,Married,156.0,0.0,0.698864,4,0.0,low,0.840213,Employed,3.0
8599,D00-SS,Sales,Edward J Bayley,137388,38,Male,Married,243.0,0.0,0.710672301578354,4,0.0,medium,0.69802,Employed,2.0
8600,D00-SS,Sales,Edward J Bayley,105764,28,Male,Unmarried,138.0,1.0,0.606622,3,0.0,low,0.600645,Employed,3.0
8601,D00-ENG,Engineering,Sushant Raghunathan K,105794,23,Male,Unmarried,162.0,0.0,0.558318,3,0.0,medium,1.0,Employed,3.0
8602,D00-ENG,Engineering,Sushant Raghunathan K,113581,34,Male,Married,278.0,0.0,0.345535,6,0.0,low,0.28687,Employed,3.0
8603,D00-SS,Sales,Edward J Bayley,116316,40,Male,Married,105.0,0.0,0.413086,6,0.0,low,0.273086,Employed,5.0
8604,D00-PR,Procurement,Louie Viles,107009,38,Male,Married,255.0,0.0,0.893001,6,0.0,medium,0.129349,Left,4.0
8605,D00-ENG,Engineering,Sushant Raghunathan K,106630,26,Male,Unmarried,180.0,0.0,0.556855,3,0.0,medium,0.501662,Left,4.0
8606,D00-PD,Product,Darcy Staines,119383,23,Male,Unmarried,259.0,0.0,0.590967,3,0.0,low,0.918935,Employed,3.0
8607,D00-SS,Sales,Edward J Bayley,116942,22,Male,Unmarried,250.0,0.0,0.636923,3,0.0,low,0.560352,Employed,5.0
8608,D00-ENG,Engineering,Sushant Raghunathan K,119626,25,Female,Unmarried,203.0,0.0,0.7227253766623767,3,0.0,low,0.708269,Employed,2.0
8609,D00-ENG,Engineering,Sushant Raghunathan K,105107,42,Male,Married,265.0,0.0,0.893465,7,0.0,low,0.0783297,Left,4.0
8610,D00-IT,IT,Henry Adey,109368,23,Male,Unmarried,164.0,0.0,0.739776,3,0.0,low,0.989284,Employed,2.0
8611,D00-SS,Sales,Edward J Bayley,111742,47,Female,Married,225.0,0.0,1.0,4,0.0,medium,0.662481,Employed,3.0
8612,D00-IT,IT,Henry Adey,108229,51,Male,Married,231.0,0.0,0.892394,5,0.0,medium,0.445104,Employed,3.0
8613,D00-SS,Sales,Edward J Bayley,104893,23,Male,Unmarried,235.0,0.0,0.548438,4,0.0,medium,1.0,Employed,4.0
8614,D00-SP,Support,Amelia Westray,111854,32,Female,Married,170.0,0.0,0.995922,5,0.0,medium,0.925738,Employed,3.0
8615,D00-SS,Sales,Edward J Bayley,119556,35,Male,Married,248.0,0.0,0.76046,5,0.0,medium,0.521644,Employed,3.0
8616,D00-SP,Support,Amelia Westray,106577,37,Male,Married,286.0,0.0,0.852931,6,0.0,low,0.174538,Left,4.0
8617,D00-PD,Product,Darcy Staines,127999,25,Female,Unmarried,225.0,0.0,0.861425,5,0.0,low,0.878312,Left,5.0
8618,D00-IT,IT,Henry Adey,121329,23,Female,Unmarried,127.0,0.0,0.510953,2,0.0,low,0.429386,Left,3.0
8619,D00-ENG,Engineering,Sushant Raghunathan K,122198,23,Female,Unmarried,156.0,0.0,0.7227253766623767,2,0.0,medium,0.424762,Left,3.0
8620,D00-ENG,Engineering,Sushant Raghunathan K,100330,24,Female,Unmarried,183.0,0.0,0.7227253766623767,3,0.0,low,0.485338,Employed,2.0
8621,D00-SS,Sales,Edward J Bayley,101833,23,Male,Unmarried,207.0,0.0,0.524261,4,0.0,low,0.207367,Employed,5.0
8622,D00-MT,Marketing,Reuben Swann,112711,22,Male,Unmarried,147.0,0.0,0.607568,4,0.0,medium,0.723289,Employed,2.0
8623,D00-MT,Marketing,Reuben Swann,102556,22,Male,Unmarried,206.0,0.0,0.974725,2,0.0,low,0.487745,Employed,2.0
8624,D00-IT,IT,Henry Adey,111007,41,Male,Married,155.0,0.0,0.7195245440329218,2,0.0,low,0.509007,Left,3.0
8625,D00-IT,IT,Henry Adey,105008,35,Female,Married,189.0,1.0,0.649833,4,0.0,medium,0.752231,Employed,2.0
8626,D00-SP,Support,Amelia Westray,108651,30,Male,Married,148.0,0.0,0.613355,6,0.0,low,0.54484,Employed,4.0
8627,D00-TP,Temp,Micheal Zachrey,108289,22,Male,Unmarried,122.0,1.0,0.0,1,0.0,low,0.0,Employed,0.0
8628,D00-ENG,Engineering,Sushant Raghunathan K,105411,32,Male,Married,138.0,0.0,0.535342,4,0.0,low,0.977472,Employed,3.0
8629,D00-SS,Sales,Edward J Bayley,115391,26,Male,Unmarried,239.0,0.0,0.622458,2,0.0,low,0.327802,Employed,5.0
8630,D00-SS,Sales,Edward J Bayley,109929,35,Male,Married,285.0,0.0,0.425033,6,0.0,low,0.654874,Employed,4.0
8631,D00-IT,IT,Henry Adey,104622,24,Female,Unmarried,192.0,0.0,0.571245,3,0.0,low,0.641263,Employed,2.0
8632,D00-SS,Sales,Edward J Bayley,111282,50,Male,Married,182.0,0.0,0.678328,4,0.0,medium,0.470447,Employed,3.0
8633,D00-ENG,Engineering,Sushant Raghunathan K,117074,49,Female,Married,260.0,0.0,0.98364,6,0.0,low,0.141194,Left,4.0
8634,D00-SS,Sales,Edward J Bayley,119809,29,Male,Unmarried,223.0,0.0,0.710672301578354,3,0.0,medium,0.917448,Employed,2.0
8635,D00-ENG,Engineering,Sushant Raghunathan K,105668,47,Male,Married,187.0,0.0,0.534793,5,0.0,high,0.717849,Employed,4.0
8636,D00-MT,Marketing,Reuben Swann,107401,27,Male,Unmarried,263.0,0.0,0.830448,3,0.0,medium,0.345652,Employed,3.0
8637,D00-ENG,Engineering,Sushant Raghunathan K,123943,24,Female,Unmarried,258.0,0.0,0.985005,4,0.0,medium,0.882993,Left,5.0
8638,D00-IT,IT,Henry Adey,101424,22,Female,Unmarried,160.0,0.0,0.553133,3,0.0,low,0.92794,Employed,2.0
8639,D00-SP,Support,Amelia Westray,118857,43,Female,Married,309.0,0.0,0.853192,6,0.0,low,0.102148,Left,4.0
8640,D00-SP,Support,Amelia Westray,104803,46,Male,Married,137.0,0.0,0.7231704095688749,4,0.0,low,0.56581,Employed,3.0
8641,D00-SS,Sales,Edward J Bayley,109164,27,Male,Unmarried,272.0,0.0,0.916576,4,0.0,low,0.816861,Employed,2.0
8642,D00-ENG,Engineering,Sushant Raghunathan K,105333,24,Female,Unmarried,227.0,1.0,0.774397,3,0.0,low,0.495986,Employed,4.0
8643,D00-SP,Support,Amelia Westray,106418,28,Male,Unmarried,149.0,0.0,0.518767,3,0.0,low,0.829093,Employed,3.0
8644,D00-PD,Product,Darcy Staines,147924,33,Male,Married,205.0,0.0,0.930654,3,0.0,high,0.728889,Employed,3.0
8645,D00-ENG,Engineering,Sushant Raghunathan K,117865,24,Male,Unmarried,139.0,0.0,0.915883,3,0.0,low,0.894093,Employed,3.0
8646,D00-UKN,Unknown,Unknown,114016,24,Male,Unmarried,180.0,0.0,0.892011,3,0.0,low,0.996332,Employed,3.0
8647,D00-MT,Marketing,Reuben Swann,124483,24,Female,Unmarried,146.0,0.0,0.505558,2,0.0,low,0.420327,Left,3.0
8648,D00-ENG,Engineering,Sushant Raghunathan K,123323,22,Female,Unmarried,152.0,0.0,0.522351,2,0.0,medium,0.38772,Left,3.0
8649,D00-FN,Finance,Aanchal J,115042,28,Male,Unmarried,239.0,0.0,0.795125,3,0.0,high,0.561629,Employed,8.0
8650,D00-SP,Support,Amelia Westray,113909,50,Male,Married,263.0,1.0,0.948514,4,0.0,medium,0.927869,Employed,3.0
8651,D00-SS,Sales,Edward J Bayley,104847,29,Male,Unmarried,206.0,0.0,0.696331,3,0.0,medium,0.937538,Employed,3.0
8652,D00-UKN,Unknown,Unknown,106636,35,Female,Married,171.0,0.0,0.974083,4,0.0,medium,0.726773,Employed,2.0
8653,D00-MT,Marketing,Reuben Swann,117641,36,Male,Married,257.0,0.0,0.916245,4,0.0,medium,0.586488,Employed,3.0
8654,D00-IT,IT,Henry Adey,112213,34,Male,Married,253.0,0.0,0.958534,4,0.0,low,0.928625,Employed,3.0
8655,D00-SS,Sales,Edward J Bayley,111128,43,Male,Married,241.0,0.0,0.710672301578354,4,0.0,low,0.714046,Employed,3.0
8656,D00-ENG,Engineering,Sushant Raghunathan K,114268,42,Male,Married,268.0,0.0,0.588884,5,0.0,low,0.415384,Employed,2.0
8657,D00-SP,Support,Amelia Westray,113447,24,Female,Unmarried,164.0,0.0,0.857642,3,0.0,medium,0.527638,Employed,2.0
8658,D00-ENG,Engineering,Sushant Raghunathan K,103149,24,Female,Unmarried,211.0,0.0,0.764249,3,0.0,low,0.366453,Employed,3.0
8659,D00-PD,Product,Darcy Staines,115885,26,Male,Unmarried,222.0,1.0,0.751956,4,0.0,low,0.56345,Employed,3.0
8660,D00-TP,Temp,Micheal Zachrey,100530,22,Male,Unmarried,136.0,1.0,0.0,2,0.0,medium,0.0,Employed,0.0
8661,D00-ENG,Engineering,Sushant Raghunathan K,118265,22,Male,Unmarried,265.0,0.0,0.923105,4,0.0,medium,0.633759,Employed,4.0
8662,D00-FN,Finance,Aanchal J,122944,23,Female,Unmarried,137.0,0.0,0.526296,2,0.0,medium,0.455517,Left,3.0
8663,D00-SS,Sales,Edward J Bayley,104118,24,Male,Unmarried,154.0,0.0,0.853583,3,0.0,medium,1.0,Employed,3.0
8664,D00-IT,IT,Henry Adey,116436,22,Female,Unmarried,199.0,1.0,0.591725,3,0.0,medium,0.87943,Employed,2.0
8665,D00-IT,IT,Henry Adey,117292,32,Male,Married,241.0,0.0,0.744638,5,0.0,low,0.499079,Employed,3.0
8666,D00-IT,IT,Henry Adey,116181,27,Male,Unmarried,179.0,0.0,0.7195245440329218,3,0.0,medium,0.886684,Employed,2.0
8667,D00-SS,Sales,Edward J Bayley,112216,22,Female,Unmarried,132.0,0.0,0.788962,3,0.0,medium,0.801017,Employed,4.0
8668,D00-PD,Product,Darcy Staines,106333,35,Male,Married,228.0,0.0,0.82744,5,0.0,medium,0.530321,Employed,3.0
8669,D00-ENG,Engineering,Sushant Raghunathan K,111794,23,Female,Unmarried,126.0,0.0,0.997205,3,0.0,low,0.726805,Employed,6.0
8670,D00-IT,IT,Henry Adey,107272,24,Female,Unmarried,199.0,0.0,0.893826,3,0.0,medium,0.840404,Employed,3.0
8671,D00-SS,Sales,Edward J Bayley,102352,25,Female,Unmarried,180.0,0.0,0.871248,2,0.0,medium,0.74053,Employed,6.0
8672,D00-SP,Support,Amelia Westray,117105,48,Male,Married,185.0,0.0,0.458597,6,0.0,medium,0.82257,Employed,4.0
8673,D00-SP,Support,Amelia Westray,101613,38,Male,Married,179.0,0.0,0.807971,5,0.0,low,0.358592,Employed,5.0
8674,D00-ENG,Engineering,Sushant Raghunathan K,101661,24,Female,Unmarried,134.0,0.0,0.60466,3,0.0,medium,0.428022,Employed,3.0
8675,D00-MT,Marketing,Reuben Swann,115295,24,Female,Unmarried,142.0,0.0,0.76657,3,0.0,low,0.617466,Employed,3.0
8676,D00-MT,Marketing,Reuben Swann,127248,22,Female,Unmarried,160.0,0.0,0.457875,2,0.0,low,0.373472,Left,3.0
8677,D00-ENG,Engineering,Sushant Raghunathan K,111960,31,Male,Married,266.0,0.0,0.7227253766623767,5,0.0,low,0.557075,Employed,3.0
8678,D00-PD,Product,Darcy Staines,100255,52,Female,Married,148.0,0.0,0.977733,5,0.0,low,0.991644,Employed,3.0
8679,D00-ENG,Engineering,Sushant Raghunathan K,101207,30,Male,Married,169.0,0.0,0.562729,5,0.0,low,0.556451,Employed,3.0
8680,D00-ENG,Engineering,Sushant Raghunathan K,108970,27,Male,Unmarried,147.0,1.0,0.494547,3,0.0,low,0.867553,Employed,3.0
8681,D00-SS,Sales,Edward J Bayley,118034,25,Female,Unmarried,139.0,1.0,0.806033,3,0.0,low,0.857177,Employed,2.0
8682,D00-SS,Sales,Edward J Bayley,104241,26,Male,Unmarried,156.0,0.0,0.476887,2,0.0,medium,0.372567,Left,3.0
8683,D00-PR,Procurement,Louie Viles,109249,37,Female,Married,209.0,1.0,0.501378,5,0.0,low,0.596399,Employed,8.0
8684,D00-ENG,Engineering,Sushant Raghunathan K,118086,44,Male,Married,223.0,0.0,0.80811,4,0.0,low,0.16412,Employed,4.0
8685,D00-SP,Support,Amelia Westray,119663,37,Male,Married,242.0,0.0,0.882833,5,0.0,high,0.770209,Employed,3.0
8686,D00-SP,Support,Amelia Westray,106539,28,Male,Unmarried,126.0,0.0,0.453906,2,0.0,medium,0.366327,Left,3.0
8687,D00-ENG,Engineering,Sushant Raghunathan K,126535,48,Female,Married,309.0,0.0,0.908443,7,0.0,low,0.1035,Left,4.0
8688,D00-SS,Sales,Edward J Bayley,121805,23,Female,Unmarried,254.0,1.0,0.842064,4,0.0,medium,0.811379,Left,5.0
8689,D00-SS,Sales,Edward J Bayley,109311,25,Male,Unmarried,131.0,0.0,0.441817,2,0.0,low,0.430122,Left,3.0
8690,D00-SS,Sales,Edward J Bayley,106743,51,Male,Married,191.0,0.0,0.630316,5,0.0,medium,0.538344,Employed,4.0
8691,D00-ENG,Engineering,Sushant Raghunathan K,119863,25,Female,Unmarried,137.0,0.0,0.537952,2,0.0,medium,0.391065,Left,3.0
8692,D00-SS,Sales,Edward J Bayley,113146,25,Male,Unmarried,155.0,1.0,0.600149,3,0.0,medium,0.946419,Employed,2.0
8693,D00-SS,Sales,Edward J Bayley,106932,22,Male,Unmarried,183.0,0.0,0.710672301578354,3,0.0,medium,0.961411,Employed,2.0
8694,D00-SS,Sales,Edward J Bayley,109897,23,Male,Unmarried,160.0,1.0,0.758825,2,0.0,medium,0.30825,Employed,3.0
8695,D00-SP,Support,Amelia Westray,117710,51,Female,Married,141.0,0.0,0.503454,4,0.0,medium,0.7777,Employed,3.0
8696,D00-SS,Sales,Edward J Bayley,115178,23,Male,Unmarried,279.0,0.0,0.901401,6,0.0,low,0.117136,Left,4.0
8697,D00-SP,Support,Amelia Westray,103572,24,Female,Unmarried,162.0,0.0,0.974379,3,0.0,medium,0.513712,Employed,4.0
8698,D00-IT,IT,Henry Adey,108906,22,Male,Unmarried,246.0,0.0,0.531627,3,0.0,medium,0.98126,Employed,3.0
8699,D00-SS,Sales,Edward J Bayley,109846,23,Male,Unmarried,156.0,0.0,0.789348,3,0.0,medium,0.491475,Employed,7.0
8700,D00-SS,Sales,Edward J Bayley,107084,44,Male,Married,268.0,0.0,0.780091,4,0.0,low,0.977828,Employed,4.0
8701,D00-SS,Sales,Edward J Bayley,101960,48,Male,Married,226.0,0.0,0.710672301578354,4,0.0,low,0.623068,Employed,2.0
8702,D00-MN,Management,Ellie Trafton,116926,27,Male,Unmarried,211.0,0.0,0.731165,3,0.0,high,0.720257,Employed,3.0
8703,D00-SS,Sales,Edward J Bayley,101816,35,Male,Married,276.0,0.0,0.721118,4,0.0,medium,0.372154,Left,2.0
8704,D00-MN,Management,Ellie Trafton,123814,54,Female,Married,255.0,0.0,0.780368,6,0.0,low,0.142415,Left,4.0
8705,D00-MN,Management,Ellie Trafton,116333,35,Male,Married,271.0,0.0,0.752464,5,0.0,high,0.180332,Employed,4.0
8706,D00-PD,Product,Darcy Staines,115482,37,Male,Married,146.0,0.0,0.904996,4,0.0,medium,0.255657,Employed,4.0
8707,D00-FN,Finance,Aanchal J,105435,24,Male,Unmarried,280.0,0.0,0.7247044787878788,2,0.0,medium,0.854033,Employed,3.0
8708,D00-SS,Sales,Edward J Bayley,110314,51,Male,Married,232.0,0.0,0.769805,4,0.0,medium,0.840943,Employed,3.0
8709,D00-SS,Sales,Edward J Bayley,105491,41,Male,Married,281.0,0.0,0.942892,7,0.0,low,0.162546,Left,4.0
8710,D00-FN,Finance,Aanchal J,100937,36,Male,Married,118.0,0.0,0.633686,6,0.0,low,0.942421,Employed,2.0
8711,D00-SP,Support,Amelia Westray,110960,36,Male,Married,290.0,0.0,0.867822,6,0.0,low,0.152596,Left,4.0
8712,D00-MT,Marketing,Reuben Swann,119462,24,Female,Unmarried,147.0,0.0,0.473579,2,0.0,low,0.386421,Left,3.0
8713,D00-SS,Sales,Edward J Bayley,108565,22,Male,Unmarried,141.0,0.0,0.526335,2,0.0,low,0.622326,Employed,2.0
8714,D00-ENG,Engineering,Sushant Raghunathan K,109962,25,Female,Unmarried,164.0,0.0,0.949791,3,0.0,high,0.538579,Employed,3.0
8715,D00-SP,Support,Amelia Westray,105650,24,Male,Unmarried,179.0,0.0,0.542995,3,0.0,low,0.112795,Employed,5.0
8716,D00-SS,Sales,Edward J Bayley,102338,46,Male,Married,201.0,1.0,0.785718,4,0.0,medium,0.570293,Employed,8.0
8717,D00-SS,Sales,Edward J Bayley,110056,28,Male,Unmarried,245.0,0.0,0.559528,3,0.0,medium,0.714664,Employed,8.0
8718,D00-FN,Finance,Aanchal J,116331,48,Male,Married,198.0,0.0,0.821719,4,0.0,medium,0.200331,Employed,6.0
8719,D00-MN,Management,Ellie Trafton,117226,25,Female,Unmarried,188.0,0.0,0.632276,3,0.0,medium,0.563672,Employed,3.0
8720,D00-UKN,Unknown,Unknown,124668,25,Female,Unmarried,137.0,0.0,0.447309,2,0.0,medium,0.460042,Left,3.0
8721,D00-AD,Admin,Evelyn Tolson,106035,28,Male,Unmarried,265.0,0.0,0.619494,3,0.0,low,0.935949,Employed,8.0
8722,D00-IT,IT,Henry Adey,101420,22,Female,Unmarried,189.0,0.0,0.939585,4,0.0,medium,0.940304,Employed,3.0
